"CASE";"SERIAL";"REF";"QUESTNNR";"MODE";"STARTED";"SD01";"SD02_01";"SD19";"SD20";"SD21";"SD10";"SD10_09";"SD22";"SD23";"SD24";"SD24_01";"SD24_02";"SD24_03";"SD24_04";"SD24_05";"SD24_06";"SD24_07";"SD25";"SD25_01";"SD25_02";"SD25_03";"SD25_04";"SD25_05";"SD25_06";"SD25_07";"SD26";"SD27";"SD29";"SD30";"SD31";"SD32";"WI07";"WI07_01";"FA01_01";"FA01_02";"FA01_03";"FA01_04";"FA01_05";"FA01_06";"FA01_07";"FA01_08";"FA01_09";"FA01_10";"FA01_11";"FA01_12";"FA01_13";"FA01_14";"FA01_15";"FA01_16";"FA01_17";"FA01_18";"FA01_19";"FA01_20";"FA01_21";"FA01_22";"FA01_23";"FA01_24";"FA01_25";"FA01_26";"FA01_27";"FA01_28";"FA01_29";"FA01_30";"FA01_31";"FA01_32";"FA01_33";"FA01_34";"FA01_35";"FA01_36";"FA01_37";"FA01_38";"FA01_39";"FA01_40";"FA01_41";"FA01_42";"FA01_43";"FA01_44";"FA01_45";"FA01_46";"FA01_47";"FA01_48";"FA01_49";"FA01_50";"FA01_51";"FA01_52";"FA01_53";"FA01_54";"FA01_55";"FA01_56";"FA01_57";"FA01_58";"PA02_01";"PA02_02";"PA02_03";"PA02_04";"PA02_05";"PA02_06";"PA02_07";"PA02_08";"PA02_09";"PA02_10";"PA02_11";"PA02_12";"PA02_13";"PA02_14";"PA02_15";"PA02_16";"PA02_17";"PA02_18";"PA02_19";"PA02_20";"PA03_01";"PA03_02";"PA03_03";"PA03_04";"PA03_05";"PA03_06";"PA03_07";"PA03_08";"PA03_09";"PA03_10";"PA03_11";"PA03_12";"PA03_13";"PA03_14";"PA03_15";"PA03_16";"PA03_17";"PA03_18";"PA03_19";"PA03_20";"EX01";"EX02";"PE02_01";"PE02_02";"PE02_03";"PE02_04";"PE02_05";"PE02_06";"PE02_07";"PE02_08";"PE02_09";"PE02_10";"PE02_11";"PE02_12";"PE02_13";"PE02_14";"PE02_15";"PE02_16";"PE02_17";"PE02_18";"PE02_19";"PE02_20";"PE02_21";"PE02_22";"PE02_23";"PE02_24";"PE02_25";"PE02_26";"PE02_27";"PE02_28";"PE02_29";"PE02_30";"PE02_31";"PE02_32";"PE02_33";"PE02_34";"PE02_35";"PE02_36";"PE02_37";"PE02_38";"PE02_39";"PE02_40";"PE02_41";"PE02_42";"PE02_43";"PE02_44";"PE02_45";"PE02_46";"PE02_47";"HA02_01";"HA02_02";"HA02_03";"HA02_04";"HA02_05";"HA02_06";"HA02_07";"HA02_08";"HA02_09";"HA02_10";"HA02_11";"HA02_12";"HA02_13";"HA02_14";"HA02_15";"HA02_16";"HA02_17";"HA02_18";"HA04_01";"HA04_02";"HA04_03";"HA04_04";"HA04_05";"HA04_06";"HA04_07";"HA04_08";"HA04_09";"HA04_10";"HA04_11";"HA04_12";"HA04_13";"HA04_14";"HA04_15";"HA04_16";"HA04_17";"HA04_18";"HA06_01";"HA06_02";"HA06_03";"HA06_04";"HA06_05";"HA06_06";"HA06_07";"HA06_08";"HA06_09";"HA06_10";"HA06_11";"HA06_12";"HA06_13";"HA06_14";"HA06_15";"HA06_16";"HA06_17";"HA06_18";"HA08_01";"HA08_02";"HA08_03";"HA08_04";"HA08_05";"HA08_06";"HA08_07";"HA08_08";"HA08_09";"HA08_10";"HA08_11";"HA08_12";"HA08_13";"HA08_14";"HA08_15";"HA08_16";"HA08_17";"HA08_18";"HA19_01";"HA19_02";"HA19_03";"HA19_04";"HA19_05";"HA19_06";"HA19_07";"HA19_08";"HA19_09";"HA19_10";"HA19_11";"HA19_12";"HA19_13";"HA19_14";"HA19_15";"HA19_16";"HA19_17";"HA19_18";"HA45_01";"HA45_02";"HA45_03";"HA45_04";"HA45_05";"HA45_06";"HA45_07";"HA45_08";"HA45_09";"HA45_10";"HA45_11";"HA45_12";"HA45_13";"HA45_14";"HA45_15";"HA45_16";"HA45_17";"HA45_18";"HA46_01";"HA46_02";"HA46_03";"HA46_04";"HA46_05";"HA46_06";"HA46_07";"HA46_08";"HA46_09";"HA46_10";"HA46_11";"HA46_12";"HA46_13";"HA46_14";"HA46_15";"HA46_16";"HA46_17";"HA46_18";"HA47_01";"HA47_02";"HA47_03";"HA47_04";"HA47_05";"HA47_06";"HA47_07";"HA47_08";"HA47_09";"HA47_10";"HA47_11";"HA47_12";"HA47_13";"HA47_14";"HA47_15";"HA47_16";"HA47_17";"HA47_18";"HA48_01";"HA48_02";"HA48_03";"HA48_04";"HA48_05";"HA48_06";"HA48_07";"HA48_08";"HA48_09";"HA48_10";"HA48_11";"HA48_12";"HA48_13";"HA48_14";"HA48_15";"HA48_16";"HA48_17";"HA48_18";"HA61_01";"HA61_02";"HA61_03";"HA61_04";"HA61_05";"HA61_06";"HA61_07";"HA61_08";"HA61_09";"HA61_10";"HA61_11";"HA61_12";"HA61_13";"HA61_14";"HA61_15";"HA61_16";"HA61_17";"HA61_18";"HA62_01";"HA62_02";"HA62_03";"HA62_04";"HA62_05";"HA62_06";"HA62_07";"HA62_08";"HA62_09";"HA62_10";"HA62_11";"HA62_12";"HA62_13";"HA62_14";"HA62_15";"HA62_16";"HA62_17";"HA62_18";"HA63_01";"HA63_02";"HA63_03";"HA63_04";"HA63_05";"HA63_06";"HA63_07";"HA63_08";"HA63_09";"HA63_10";"HA63_11";"HA63_12";"HA63_13";"HA63_14";"HA63_15";"HA63_16";"HA63_17";"HA63_18";"HA64_01";"HA64_02";"HA64_03";"HA64_04";"HA64_05";"HA64_06";"HA64_07";"HA64_08";"HA64_09";"HA64_10";"HA64_11";"HA64_12";"HA64_13";"HA64_14";"HA64_15";"HA64_16";"HA64_17";"HA64_18";"HA65_01";"HA65_02";"HA65_03";"HA65_04";"HA65_05";"HA65_06";"HA65_07";"HA65_08";"HA65_09";"HA65_10";"HA65_11";"HA65_12";"HA65_13";"HA65_14";"HA65_15";"HA65_16";"HA65_17";"HA65_18";"HA66_01";"HA66_02";"HA66_03";"HA66_04";"HA66_05";"HA66_06";"HA66_07";"HA66_08";"HA66_09";"HA66_10";"HA66_11";"HA66_12";"HA66_13";"HA66_14";"HA66_15";"HA66_16";"HA66_17";"HA66_18";"HA67_01";"HA67_02";"HA67_03";"HA67_04";"HA67_05";"HA67_06";"HA67_07";"HA67_08";"HA67_09";"HA67_10";"HA67_11";"HA67_12";"HA67_13";"HA67_14";"HA67_15";"HA67_16";"HA67_17";"HA67_18";"HA68_01";"HA68_02";"HA68_03";"HA68_04";"HA68_05";"HA68_06";"HA68_07";"HA68_08";"HA68_09";"HA68_10";"HA68_11";"HA68_12";"HA68_13";"HA68_14";"HA68_15";"HA68_16";"HA68_17";"HA68_18";"HA20_01";"HA20_02";"HA20_03";"HA20_04";"HA20_05";"HA20_06";"HA20_07";"HA20_08";"HA20_09";"HA20_10";"HA20_11";"HA20_12";"HA20_13";"HA20_14";"HA20_15";"HA20_16";"HA20_17";"HA20_18";"HA21_01";"HA21_02";"HA21_03";"HA21_04";"HA21_05";"HA21_06";"HA21_07";"HA21_08";"HA21_09";"HA21_10";"HA21_11";"HA21_12";"HA21_13";"HA21_14";"HA21_15";"HA21_16";"HA21_17";"HA21_18";"ZG01_CP";"ZG01";"ZG04";"ZG05";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME007";"TIME008";"TIME009";"TIME010";"TIME011";"TIME012";"TIME013";"TIME014";"TIME015";"TIME016";"TIME017";"TIME018";"TIME019";"TIME020";"TIME021";"TIME022";"TIME023";"TIME024";"TIME025";"TIME026";"TIME027";"TIME028";"TIME029";"TIME030";"TIME031";"TIME032";"TIME033";"TIME034";"TIME035";"TIME036";"TIME_SUM";"MAILSENT";"LASTDATA";"FINISHED";"Q_VIEWER";"LASTPAGE";"MAXPAGE";"MISSING";"MISSREL";"TIME_RSI";"DEG_TIME"
5728;"EEV92P2ZU1";;"Altern01";"interview";2019-08-29 17:50:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;3;3;1;1;2;1;2;4;2;1;4;4;2;4;1;1;1;2;1;1;1;1;1;2;1;1;1;3;2;1;1;4;1;4;1;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196;2200;730;17;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;956;;2019-08-29 18:44:18;1;0;5;5;0;0;0,55;0
5729;"81BK12ZEZM";;"Altern02";"interview";2019-08-29 18:12:27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;1;1;1;3;1;3;1;3;1;1;4;4;1;3;1;4;1;3;1;2;1;1;1;3;1;4;1;3;1;1;4;3;1;3;1;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;166;987;13;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1090;;2019-08-29 18:33:18;1;0;5;5;0;0;0,93;7
5732;"C4L3GZDM4T";;"MS_02";"interview";2019-08-29 19:05:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;3;1;4;2;1;3;3;4;3;1;2;1;1;3;3;1;3;1;3;1;2;1;4;2;1;1;1;4;2;1;3;1;1;4;3;1;3;1;8;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;3;769;18;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;892;;2019-08-29 19:20:48;1;0;5;5;0;0;1,17;12
5733;"SC91VLR5RP";;"Altern02";"interview";2019-08-29 19:15:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;5;3;4;1;1;2;3;3;5;3;5;1;1;5;4;1;4;1;1;1;2;3;5;1;1;1;2;2;1;1;5;1;1;3;3;1;3;1;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;12;967;19;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1127;;2019-08-29 19:34:12;1;0;5;5;0;0;0,77;0
5734;"Y93LVZ4QTL";;"MS_06";"interview";2019-08-29 19:35:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;1;2;1;1;1;3;3;1;2;1;1;1;2;2;1;2;1;3;2;2;1;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;1;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;2;655;8;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;768;;2019-08-29 19:47:48;1;0;5;5;0;0;1,01;4
5736;"27KU92DPUK";;"MS_02";"interview";2019-08-29 19:43:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;1;2;1;1;1;2;2;3;1;2;1;1;4;4;2;2;1;2;1;2;1;2;1;1;1;2;1;1;1;2;1;2;1;2;2;2;1;7;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;2;556;9;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;646;;2019-08-29 19:54:41;1;0;5;5;0;0;1,71;36
5737;"QX5XU3LKML";;"MS_10";"interview";2019-08-29 19:50:57;;;;;;;;;;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;;;;;;;;;3;3;3;1;3;3;2;2;1;4;3;2;2;1;1;1;3;3;3;2;3;2;1;3;2;4;3;3;4;3;2;3;4;1;3;3;2;2;3;4;4;3;3;3;3;3;5;1;2;3;3;4;4;3;3;3;2;3;3;1;2;1;3;1;1;1;3;3;3;2;3;1;3;4;3;4;3;1;3;1;2;1;3;1;1;1;1;3;3;1;3;1;1;3;3;2;1;1;4;4;3;2;4;1;1;1;1;1;3;4;3;2;1;1;1;2;1;2;1;1;4;1;1;1;1;1;5;4;1;1;1;1;3;1;1;1;1;1;2;1;4;1;3;1;1;1;1;5;5;5;4;5;3;2;4;4;4;4;3;4;1;2;3;4;5;4;2;1;3;4;3;3;3;4;5;4;5;1;5;4;5;5;1;5;5;5;5;4;3;2;5;4;3;4;3;5;1;3;3;3;5;4;4;3;5;3;2;1;4;4;5;4;4;4;2;4;3;3;3;1;1;1;4;2;1;1;5;2;4;2;2;4;2;3;4;2;2;1;1;2;5;1;1;1;5;3;5;2;2;5;4;2;5;3;1;3;3;3;5;3;2;1;5;5;5;4;2;5;1;3;5;1;4;3;3;3;4;4;2;1;5;5;5;5;5;4;4;5;5;4;3;3;3;4;4;4;3;2;4;5;5;3;4;5;3;5;4;2;3;5;5;4;5;5;3;2;4;5;5;5;5;5;1;4;3;2;5;5;5;5;5;5;3;1;3;5;5;5;5;4;2;4;2;3;5;1;1;1;5;1;1;1;5;3;5;1;1;4;5;2;5;1;2;2;2;2;5;3;2;1;5;5;5;4;3;5;3;1;5;1;4;2;2;1;5;2;1;1;5;3;5;1;1;5;4;4;5;1;2;1;1;1;5;1;1;1;5;3;5;2;2;5;4;3;5;1;1;5;5;2;5;4;3;2;4;5;5;5;5;5;1;3;3;1;5;2;2;2;5;2;2;1;4;5;5;4;4;4;3;5;3;3;2;1;1;1;5;2;2;2;4;4;5;1;1;3;4;4;5;1;1;2;2;2;4;2;1;1;5;2;5;1;1;3;5;3;4;1;1;;;;;74;1;513;18;84;346;5;472;27;61;50;52;58;47;50;45;76;45;55;49;47;45;72;34;53;86;129;72;14;9;17;4245;441;10;207;7;3469;;2019-08-29 21:57:54;1;0;36;36;0;0;0,86;8
5738;"L8BMLBXCXW";;"Altern02";"interview";2019-08-29 20:03:22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;1;1;1;1;1;2;1;2;1;2;1;1;5;3;2;3;1;1;3;1;2;4;1;1;5;1;3;1;5;4;1;1;4;3;4;3;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;7;978;10;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1142;;2019-08-29 20:22:24;1;0;5;5;0;0;0,9;2
5740;"RWNML9FELM";;"MS_03";"interview";2019-08-29 21:39:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;1;2;1;1;1;3;2;1;1;2;1;1;4;3;1;4;1;3;1;3;1;4;1;1;1;4;4;3;3;3;1;1;2;4;2;4;1;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;1;29;14;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143;;2019-08-29 21:41:26;1;0;5;5;0;0;2,19;145
5741;"RWNML9FELM";;"MS_05";"interview";2019-08-29 21:41:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;3;1;3;1;1;1;3;3;3;1;2;1;1;3;3;1;1;1;3;2;4;2;3;1;1;1;2;3;1;1;4;1;1;1;3;2;3;1;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;2;39;9;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;;2019-08-29 21:43:46;1;0;5;5;0;0;1,45;102
5742;"FR9VEHKEVD";;"Altern02";"interview";2019-08-29 21:42:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;1;1;1;3;1;4;1;3;1;1;3;4;1;3;1;3;1;3;1;3;1;1;1;3;3;3;1;3;1;1;3;3;1;3;1;9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;6;845;9;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1011;;2019-08-29 21:59:06;1;0;5;5;0;0;1,07;10
5743;"UH2PCABD25";;"MS_02";"interview";2019-08-29 21:48:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;1;2;1;1;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;86;931;13;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1091;;2019-08-29 22:07:55;1;0;5;5;0;0;0,69;0
5744;;;"wi01";"interview";2019-08-29 22:15:17;1;27;1;1;2;4;;2;2;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;1;"XNBAF2U27F";;49;30;26;34;12;4;9;16;6;;;5;;7;5;;10;;21;;;;;;;;;;;;;;;;;;234;;2019-08-29 22:19:11;1;0;19;19;0;0;1,09;13
